label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
6	272 mph	1.9583	Tony	golf	994	Chris	-1157 m/s	-1280	-941	701	0.167	1.6332	Computer Game Design	408	1.0807
2	1794 mph	0.6757	Vani	track & field	212	Lise	1641 m/s	1436	1454	-44	0.7156	3.2006	Applied Mathematics	-1314	1.6497
1	857 mph	0.2823	Fabrice	baseball	635	Sam	218 m/s	683	588	1099	1.2847	1.0578	Bioinformatics	312	-0.0774
0	-6 mph	0.1657	Lise	motor sports	466	Michael	1914 m/s	2174	919	804	1.9252	-0.416	Bioengineering	None	0.6955
5	1022 mph	1.1249	Michael	football	1956	Sam	1274 m/s	2780	1600	-1089	0.6309	1.4957	Biotechnology	45	0.5903
1	640 mph	0.9539	Fabrice	baseball	142	Andrew	-1001 m/s	81	1496	1472	0.7555	1.3697	BIOINFORMATICS	0	-0.2744
6	1067 mph	0.093	Tony	golf	414	Chris	1768 m/s	92	2949	-283	2.1433	1.0745	Human Computer Interaction	301	N/A
4	890 mph	0.895	Chris	volleyball	442	Vani	-81 m/s	-66	670	-738	-0.3471	0.8994	Robotics Engineering	-8	2.4048
1	1618 mph	0.167	Fabrice	baseball	-5	Andrew	-427 m/s	698	1009	-171	-0.7297	0.91	Computer Engineering	1132	-0.5763
1	876 mph	-0.5873	Fabrice	baseball	-559	Andrew	-1330 m/s	1780	666	1093	2.2928	0.1931	Bioinformatics	108	1.041
3	-955 mph	0.3059	Andrew	soccer	250	Tony	68 m/s	-187	939	N/A	1.041	-0.2793	Computer Science	696	1.5862
3	737 mph	0.3811	Andrew	soccer	373	TONY	1477 m/s	-535	1517	961	1.2084	0.7486	Computer Science	711	0.2224
5	732 mph	0.2034	Michael	running	528	Sam	780 m/s	-97	-742	296	-1.5552	0.4308	Biotechnology	495	-0.262
0	-504 mph	-0.2812	Lise	badminton	1677	Michael	1019 m/s	209	564	-36	1.0416	-0.1016	electrical engineering	-148	0.6053
1	-1527 mph	1.3072	Fabrice	baseball	1372	Vani	-469 m/s	1748	-203	339	1.212	1.9727	Bioinformatics	344	0.192
6	1178 mph	-0.1739	Tony	golf	1072	Chris	332 m/s	1369	1788	-1860	0.8722	0.6017	Computer Game Design	522	0.4538
7	1364 mph	0.0589	Inan	basketball	1069	Inan	139 m/s	860	623	1679	0.1353	0.7301	Computer Game Design	-1011	1.9193
0	989 mph	-0.0849	Lise	motor sports	911	Michael	925 m/s	1669	463	414	0.2095	0.1895	Electrical Engineering	934	-0.5521
6	-207 mph	1.1377	Tony	golf	1612	Fabrice	-705 m/s	645	779	-586	-0.934	-0.1358	Games and Playable Media	-235	0.5641
1	531 mph	-0.6488	Fabrice	baseball	-1165	Andrew	354 m/s	1073	605	-2579	0.6969	-0.4591	bioinformatics	1326	-0.1822
0	-1102 mph	-0.0241	Lise	badminton	427	Eriq	261 m/s	1685	n/a	1761	0.3038	-0.6348	Bioengineering	572	0.478
5	-1402 mph	0.7267	Sam	running	1023	Sam	390 m/s	-608	330	1060	0.4567	1.3683	Biotechnology	400	1.5422
3	1435 mph	-0.5518	Andrew	SOCCER	1869	Tony	441 m/s	258	1451	1621	0.1493	1.8095	Computer Science	731	n/a
1	119 mph	-1.1662	Fabrice	soccer	804	Fabrice	324 m/s	-341	424	-603	0.5176	0.0292	Bioinformatics	263	0.6805
6	1736 mph	1.4297	Tony	golf	743	Fabrice	-1063 m/s	-385	1029	-693	0.3335	0.4789	Computer Game Design	529	-0.2373
2	1387 mph	0.4723	Reilly	track & field	-239	Inan	1092 m/s	2077	-404	N/A	-0.8424	2.1746	Data Science	1294	1.327
5	1163 mph	0.7338	Eriq	football	1849	?	548 m/s	917	1249	-525	-0.3784	-0.1523	Biotechnology	398	0.4724
7	260 mph	-0.0427	Lise	soccer	1393	Inan	1509 m/s	3598	-299	995	-0.2567	2.2845	Computational Media	364	0.9977
2	223 mph	-0.2013	Vani	track & field	1014	Lise	305 m/s	955	794	1519	-0.5129	-0.1969	Bioinformatics	-357	0.909
6	-1435 mph	1.2889	Tony	ice hockey	523	Fabrice	1752 m/s	None	1135	1788	2.1976	-0.9796	Bioinformatics	66	0.9282
0	-128 mph	0.5665	Lise	badminton	1130	Eriq	204 m/s	1531	86	1922	0.5369	1.0785	Electrical Engineering	380	-0.235
3	-522 mph	-0.1183	Andrew	soccer	565	Tony	1090 m/s	886	742	191	-0.3268	-0.3155	Natural Language Processing	2910	0.1444
5	457 mph	-0.0106	Eriq	football	1129	Sam	1233 m/s	-99	481	310	-1.132	1.785	Biotechnology	1745	0.1528
0	648 mph		Lise	badminton	283	Eriq	362 m/s	382	-445	750	-1.2106	1.1618	Bioengineering	-362	0.6176
5	2 mph	-1.2377	Sam	football	875	Inan	-641 m/s	1178	-505	654	-0.4136	1.964	Biotechnology	-560	0.5071
3	-89 mph	1.1504	Fabrice	soccer	2018	Tony	641 m/s	479	-497	894	0.3666	1.7025	Natural Language Processing	1365	1.1639
7	-599 mph	0.6039	Inan	tennis	2446	Inan	-79 m/s	1169	None	1850	-0.4248	0.5495	Computational Media	990	-0.7858
4	612 mph	0.2619	Chris	volleyball	1089	Vani	359 m/s	-71	440	-317	1.0253	-0.2209	Robotics Engineering	-1545	-0.2526
4	1949 mph	0.442	Chris	boxing	-253	?	-864 m/s	718	1701	1848	0.1311	-0.0917	Computer Science	-357	0.1006
2	-437 mph	0.4313	Vani	track & field	9	Reilly	875 m/s	2274	1231	79	0.4893	-0.8195	Data Science	-56	0.3767
5	-618 mph	0.2981	Eriq	running	1364	Sam	1650 m/s	670	-195	836	2.3541	0.0643	biotechnology	775	-0.3534
2	640 mph	1.6909	Reilly	track & field	1452	Reilly	555 m/s	1266	238	813	-0.0882	0.5817	Data Science	2206	0.5056
7	-389 mph	-0.3343	Inan	basketball	967	Inan	-455 m/s	723	-100	1617	-0.0321	2.4856	Computational Media	1539	1.2964
7	696 mph	0.5697	Inan	basketball	-480	Inan	1249 m/s	1373	973	430	0.1313	0.7576	Computational Media	794	-0.2113
3	1034 mph	0.1304	Andrew	motor sports	732	Tony	177 m/s	983	1244	2127	-0.0631	0.7659	Natural Language Processing	214	-0.8452
5	475 mph	-0.1337	Eriq	running	822	Sam	1953 m/s	-1291	547	692	1.4819	2.2744	Biotechnology	-2008	-0.5365
4	-755 mph	1.1731	Chris	boxing	90	Vani	-740 m/s	413	1166	-111	0.2339	1.394	Computer Engineering	383	0.6392
3	848 mph	-0.5849	Andrew	soccer	-302	Tony	279 m/s	-792	639	-84	0.3143	-0.5781	Computer Science	900	0.7621
0	-308 mph	0.6701	Lise	badminton	-358	Eriq	92 m/s	1187	N/A	-524	2.2346	0.3874	Electrical Engineering	1456	0.445
5	-501 mph	-0.5226	Fabrice	N/A	298	Sam	744 m/s	-67	-19	2291	-0.7455	0.8485	Biotechnology	163	0.7015
1	507 mph	-0.4383	Fabrice	baseball	1185	Andrew	1832 m/s	-94	529	-408	1.1465	-1.4584	bioinformatics	1940	-0.6247
0	-637 mph	0.3516	Lise	motor sports	1082	Vani	1810 m/s	2481	535	-1214	1.4653	-0.4929	Bioengineering	590	0.1612
0	1463 mph	0.5684	Lise	badminton	772	Michael	524 m/s	535	-610	580	1.2485	-0.0868	Statistics	-334	-1.1204
7	812 mph	0.0184	Inan	basketball	643	Inan	1264 m/s	801	832	220	1.3066	-1.1929	Computational Media	655	0.4166
3	1377 mph	-0.1857	Fabrice	soccer	604	Tony	1672 m/s	221	1402	344	0.192	0.3928	Computer Science	1467	1.0461
0	919 mph	-0.4676	Lise	motor sports	439	Michael	-304 m/s	1943	-30	1541	-0.9492	1.3083	Bioengineering	2731	-0.2692
4	638 mph	1.1283	Chris	volleyball	1385	Vani	-310 m/s	-1099	1695	132	1.2123	0.875	Computer Engineering	-414	-0.0268
2	-99 mph	0.9878	Reilly	track & field	248	Reilly	-181 m/s	123	1279	-1604	0.5909	0.5834	Data Science	472	-0.1949
3	805 mph	0.8951	Andrew	soccer	2055	Tony	1663 m/s	-307	932	99	-0.6429	0.7415	Natural Language Processing	-359	1.0154
2	532 mph	0.6972	Reilly	track & field	-624	Lise	-843 m/s	605	629	234	0.3563	-0.1766	Applied Mathematics	989	0.7084
5	46 mph	-0.0599	Michael	running	1373	Sam	1312 m/s	1301	122	1029	-0.1748	2.2542	Computer Game Design	-998	-0.1066
5	-1510 mph	0.3342	Michael	running	1407	Sam	1443 m/s	-676	546	2125	0.1563	0.6445	Biotechnology	-2024	0.1586
7	-711 mph	0.3876	Inan	basketball	3063	Inan	910 m/s	1614	546	130	0.5976	-1.3725	Computational Media	1387	1.0641
1	537 mph	0.6227	Fabrice	baseball	-537	Andrew	39 m/s	3008	881	-1205	-0.3641	1.5367	Computer Science	-1253	1.6456
6	496 mph	0.6539	Tony	golf	554	Fabrice	729 m/s	2026	846	896	2.3401	0.5501	Games and Playable Media	831	NULL
1	222 mph	0.4068	Vani	FOOTBALL	366	Sam	-214 m/s	1259	-293	1675	0.9102	-0.4089	?	1478	-0.2603
3	1363 mph	-1.1215	Andrew	soccer	1246	Tony	846 m/s	-979	1015	1340	-0.0969	0.9869	Natural Language Processing	1311	-0.7305
0	826 mph	-1.1629	Lise	motor sports	-2	Michael	1509 m/s	1457	227	783	1.3982	-0.5508	?	508	0.1369
4	218 mph	0.3677	Chris	soccer	1349	Vani	268 m/s	-711	1714	759	-0.8742	1.0444	Robotics Engineering	200	-0.4731
4	-26 mph	1.8486	Chris	boxing	1423	Vani	-519 m/s	-136	652	457	0.6723	1.9595	Computer Engineering	176	1.5452
0	-69 mph	-1.0898	Lise	badminton	1195	Eriq	-335 m/s	1104	128	1404	1.541	0.3846	Electrical Engineering	844	-0.303
5	-699 mph	-0.229	Michael	football	-580	Sam	2011 m/s	-660	-211	2416	-0.5268	1.2741	Biotechnology	95	-0.3583
6	372 mph	1.4199	Tony	ice hockey	1246	Chris	1265 m/s	-740	143	1321		-0.7968	Computer Game Design	575	0.2563
0	1285 mph	-0.6974	Lise	badminton	832	Eriq	96 m/s	3026	1352	-1089	0.3095	0.9718	Bioengineering	1815	-0.7178
7	132 mph	-0.6333	Inan	basketball	1240	Inan	1235 m/s	208	-1701	-1153	-0.8774	0.294	Computational Media	1040	0.984
1	406 mph	0.4084	Fabrice	baseball	756	Andrew	418 m/s	793	895	1351	1.8039	0.7787	BIOINFORMATICS	-661	1.3908
2	1242 mph	0.2552	Reilly	track & field	-212	Lise	995 m/s	943	1412	-809	-1.7124	0.961	Applied Mathematics	806	1.4239
2	1031 mph	1.4291	Reilly	track & field	-922	Reilly	1631 m/s	1997	1173	195	-0.3257	2.6718	Data Science	1198	0.8412
4	122 mph	0.5172	Tony	boxing	1235	Vani	282 m/s	-2901	1376	731	0.2614	1.1677	Computer Engineering	156	0.194
1	1182 mph	0.9107	Fabrice	baseball	402	Andrew	492 m/s	433	635	-344	0.4401	2.0698	Bioinformatics	-478	0.364
1	848 mph	0.2439	Fabrice	baseball	678	Andrew	551 m/s	793	945	-130	-0.3164	0.939	Bioinformatics	427	-0.5827
1	1169 mph	-0.1924	Fabrice	baseball	458	Andrew	-28 m/s	594	411	333	1.0199	2.0601	Bioinformatics	1019	-0.0337
1	1477 mph	1.0144	Fabrice	BASEBALL	966	Inan	-955 m/s	821	411	670	1.0126	0.6142	Bioinformatics	-497	-0.4447
4	84 mph	1.7466	iNAN	boxing	1426	Vani	-784 m/s	-58	-539	2148	1.0352	0.8098	Robotics Engineering	-194	0.4705
4	511 mph	0.4977	Chris	volleyball	203	Vani	701 m/s	425	209	-32	0.2937	0.3346	Technology and Information Management	-170	-0.3744
4	1074 mph	0.5471	Chris	VOLLEYBALL	684	Vani	37 m/s	750	1494	541	-1.8687	1.3186	Robotics Engineering	166	1.0721
3	1237 mph	0.6662	Andrew	soccer	235	Tony	1194 m/s	260	1517	1554	-1.3879	0.3629	Natural Language Processing	-1798	1.2087
3	2232 mph	0.5238	Andrew	soccer	1369	Tony	270 m/s	1987	792	3700	-1.5269	1.108	Computer Science	1060	1.494
2	1627 mph	-0.0257	Reilly	track & field	-1057	Reilly	4772 m/s	-299	380	132	-0.0653	2.1672	Data Science	-626	0.866
2	-207 mph	0.6741	Vani	track & field	-308	Reilly	-280 m/s	2686	499	1063	0.9622	1.4118	Data Science	603	0.2519
5	-89 mph	0.5843	Andrew	running	-366	Sam	538 m/s	226	1017	2785	0.4616	1.0328	Biotechnology	260	0.2908
2	1175 mph	0.6256	Vani	track & field	555	Lise	1269 m/s	768	1206	-2	0.4176	1.6792	Computer Game Design	220	0.9603
3	1635 mph	0.3361	Andrew	soccer	1439	Tony	704 m/s	874	987	1978	0.3283	2.1605	Computer Science	-550	0.2813
1	-134 mph	0.1023	Fabrice	baseball	-1687	Andrew	-536 m/s	1706	957	332	-0.9262	1.8372	Bioinformatics	1575	0.4276
0	-440 mph	0.0418	Lise	badminton	1899	Eriq	792 m/s	1355	70	660	0.021	2.3606	Statistics	715	0.3725
1	682 mph	0.0988	Fabrice	baseball	168	Andrew	-196 m/s	1575	852	302	2.39	0.7545	Bioinformatics	-798	0.8112
2	1375 mph	0.7287	Reilly	track & field	982	Reilly	1136 m/s	1377	729	1115	-0.2105	1.1951	Computational Media	1339	0.0231
5	1100 mph	1.2975	Michael	soccer	1542	Sam	429 m/s	-331	-267	-18	0.2086	-0.0352	Biotechnology	-428	1.4194
0	1286 mph	0.9774	Lise	motor sports	142	Michael	2363 m/s	622	n/a	-38	1.0101	-0.4336	Electrical Engineering	791	-0.6174
7	651 mph	0.2863	Inan	basketball	735	Inan	926 m/s	1076	47	178	-0.9259	-0.7454	Computational Media	2054	1.2897
7	-1084 mph	-0.6113	Inan	basketball	1152	Inan	?	-257	219	-37	-0.4381	0.3954	Computational Media	168	0.513
5	-468 mph	0.1059	Sam		-737	Sam	-434 m/s	1358	1350	144	0.1565	1.3016	Biotechnology	148	-0.2269
5	623 mph	1.8439	MICHAEL	ice hockey	657	Sam	1159 m/s	160	955	-206	-0.4155	-0.3574	Biotechnology	-962	0.0802
0	-1008 mph	0.104	Fabrice	motor sports	361	Michael	675 m/s	824	139	1369	1.4764	0.4359	Statistics	-623	0.5341
4	571 mph	1.1368	Chris	volleyball	-589	Vani	-822 m/s	2138	1211	213	-0.4072	2.2105	Computer Engineering	-1011	-0.467
5	1148 mph	-0.5913	Lise	running	832	Sam	981 m/s	-1048	-966	-1315	0.1133	1.4034	Biotechnology	-1606	1.0034
6	716 mph	1.4534	Vani	ice hockey	-744	Fabrice	-30 m/s	685	2074	-250	2.0262	0.9702	Human Computer Interaction	1607	0.2335
2	1655 mph	-0.0708	Reilly	track & field	160	Lise	1087 m/s	2156	601	-1699	0.1413	-0.1024	Data Science	1989	1.764
1	243 mph	0.3822	Fabrice	baseball	801	Andrew	-360 m/s	386	1415	-167	2.0312	0.5677	Bioinformatics	171	0.4682
4	300 mph	1.0008	Chris	boxing	2010	Vani	20 m/s	1776	198	88	0.6888	1.8329	Computer Engineering	614	0.868
2	232 mph	0.3468	Vani	track & field	1017	Lise	1671 m/s	1160	345	643	2.104	-0.6313	Applied Mathematics	382	0.649
7	-198 mph	0.3441	Inan	boxing	-179	Inan	193 m/s	-102	826	983	-1.7465	0.1371	Computational Media	-786	1.047
3	-795 mph	-0.2379	Andrew	motor sports	1797	Tony	2363 m/s	3	975	722	-0.7385	1.305	Natural Language Processing	-59	0.8481
0	181 mph	1.0324	Lise	motor sports	630	Andrew	339 m/s	276	483	165	-0.0983	1.3005	Electrical Engineering	-746	0.2221
5	1969 mph	0.3728	Sam	running	-351	Sam	-61 m/s	861	-954	774	-0.0397	1.7034	Biotechnology	2269	-0.026
3	326 mph	0.1322	Eriq	soccer	1112	Tony	698 m/s	1341	1392	628	0.1705	-0.8657	Natural Language Processing	2681	-0.1514
6	266 mph	2.0806	Tony	golf	1086	Fabrice	1125 m/s	911	691	1003	-0.0583	0.7227	Games and Playable Media	912	-0.5159
1	558 mph	0.2255	Fabrice	Baseball	-525	Vani	283 m/s	1042	-386	-856	0.1499	0.6135	Bioinformatics	117	-0.2087
1	1519 mph	-0.052	Fabrice	baseball	261	Andrew	-1053 m/s	1201	195	-568	0.8207	1.6548	Bioinformatics	-413	0.6749
1	8 mph	0.8101	Fabrice	baseball	-874	Andrew	-1496 m/s	-561	1063	311	0.0913	1.271	Bioinformatics	1372	-0.9448
5	1357 mph	-0.227	Michael	football	1822	Sam	2860 m/s	-1252	-114	2044	-0.471	0.5818	Bioinformatics	-919	1.0667
1	1211 mph	0.6577	Fabrice	ice hockey	330	Andrew	681 m/s	1159	359	495	1.92	1.2137	Bioinformatics	2174	0.5312
7	176 mph	-0.2975	Inan	tennis	1157	Inan	762 m/s	-98	-368	-972	-1.2209	0.8327	Computational Media	746	0.1997
7	-815 mph	0.3354	Inan	basketball	544	Inan	147 m/s	-206	-792	1372	-0.5107	0.4819	Computational Media	380	1.3329
4	138 mph	1.3998	Chris	volleyball	83	Vani	1496 m/s	-112	332	302	-0.9113	1.9617	Computer Engineering	760	0.3787
5	1596 mph	-0.4058	Eriq	football	1873	Sam	-243 m/s	933	742	-1211	0.6361	0.6694	?	133	0.2454
6	1074 mph	0.3428	Tony	golf	965	Fabrice	1594 m/s	174	1465	1253	0.7436	1.5196	COMPUTER GAME DESIGN	369	0.1054
1	125 mph	0.9678	Fabrice	baseball	49	Andrew	-234 m/s	674	373	147	1.4271	0.5489	Bioinformatics	-661	-0.84
4	387 mph	-0.8404	Inan	volleyball	1087	Vani	541 m/s	2302	1126	688	0.5881	1.916	n/a	1442	-0.7064
4	1288 mph	0.7749	chris	boxing	312	Vani	1541 m/s	571	1507	754	0.5335	1.203	Computer Engineering	-169	0.3057
4	744 mph	1.4436	Vani	boxing	685	Vani	745 m/s	908	522	1369	0.43	1.5173	Technology and Information Management	338	0.164
2	-243 mph	1.2062	Reilly	track & field	323	Lise	2452 m/s	1087	1312	488	-0.0852	1.3734	Applied Mathematics	1182	0.6571
6	534 mph	1.561	Tony	Track & Field	3064	Chris	456 m/s	973	612	1454	0.0956	-1.1206	Games and Playable Media	879	1.2014
3	83 mph	-0.2567	Inan	soccer	186	Inan	2105 m/s	526	464	-1537	0.6605	-0.8134	Computer Science	1190	0.5847
1	982 mph	0.2005	Andrew	baseball	739	Andrew	167 m/s	1023	48	-271	0.3261	1.6987	Bioinformatics	-997	0.1768
4	1221 mph	1.5399	Chris	volleyball	2474	Vani	1134 m/s	128	1077	1053	-1.0248	-0.0815	Technology and Information Management	-121	-0.4706
0	None	0.7224	Lise	motor sports	1979	Michael	-188 m/s	976	-252	611	-0.2055	-0.0371	Computational Media	498	1.2691
5	555 mph	0.5185	Michael	football	435	Sam	685 m/s	-193	328	1232	0.1561	1.1276	Biotechnology	-189	1.146
7	1795 mph	0.1039	Inan	basketball	1892	Inan	1183 m/s	263	1280	1493	0.5561	-1.0982	Computational Media	-494	0.8014
4	-594 mph	1.0511	Chris	volleyball	1175	Vani	-358 m/s	-862	114	-113	0.0514	0.5612	Technology and Information Management	1908	0.3958
2	496 mph	1.2178	Vani	track & field	-1653	REILLY	1377 m/s	1398	1918	71	0.745	?	Applied Mathematics	-926	1.7653
7	822 mph	0.6055	Inan	basketball	304	Inan	584 m/s	2077	-149	215	0.2494	0.4921	Computational Media	538	1.5334
3	132 mph	0.3291	Andrew	baseball	786	Tony	1835 m/s	1635	1891	682	0.7263	0.2867	Natural Language Processing	740	0.5791
5	-472 mph	0.3649	Michael	football	-248	Sam	673 m/s	2860	724	2258	-0.0217	0.2236	Biotechnology	336	0.5834
3	269 mph	-0.287	Andrew	soccer	2010	Tony	988 m/s	476	-39	-440	1.7862	1.3841	Computer Science	342	-0.0695
5	-739 mph	0.0186	Eriq	running	371	Sam	1274 m/s	-1553	130	572	-0.3962	0.4017	Biotechnology	-97	0.1863
2	1276 mph	0.8413	Reilly	track & field	119	Reilly	845 m/s	1770	2094	-1238	1.0789	0.8654	Data Science	-1404	-0.2555
5	-161 mph	1.0367	Vani	football	-221	Sam	893 m/s	262	572	1046	-0.3502	-0.2417	Biotechnology	-1252	-0.4016
7	603 mph	1.0978	Inan	basketball	397	Inan	791 m/s	1446	221	1482	1.4386	1.5013	Computational Media	376	2.2507
4	-402 mph	0.8231	Chris	volleyball	8	Vani	972 m/s	None	1591	1018	-0.3604	-0.492	Technology and Information Management	-1222	-0.1716
7	-18 mph	-0.4824	Inan	tennis	152	Inan	569 m/s	1011	-1173	-2095	0.4122	-0.1745	COMPUTATIONAL MEDIA	-149	-0.3797
5	911 mph	0.4863	Eriq	baseball	1020	Sam	-440 m/s	216	1832	-1	1.0017	1.8601	GAMES AND PLAYABLE MEDIA	866	0.6552
4	455 mph	1.7404	Andrew	volleyball	1247	Vani	-870 m/s	707	-57	-769	0.3237	1.2421	Technology and Information Management	-2704	0.6393
2	-326 mph	1.3632	Reilly	track & field	803	Reilly	1372 m/s	453	1662	149	0.7112	0.7223	Applied Mathematics	463	1.1219
5	584 mph	-0.1545	Eriq	football	846	Sam	292 m/s	-211	-785	-343	-0.0311	0.1589	Biotechnology	-711	0.3404
0	200 mph	0.9872	Lise	MOTOR SPORTS	1913	Michael	1535 m/s	1011	887	377	1.1332	-1.2371	Bioengineering	-258	0.5157
2	1049 mph	0.6199	Reilly	track & field	-1313	Reilly	-766 m/s	212	335	-1156	-2.2029	1.3935	Applied Mathematics	1040	0.7882
0	-1432 mph	0.6379	Eriq	running	1184	Eriq	855 m/s	753	236	367	0.4885	0.236	Electrical Engineering	1270	0.1847
7	495 mph	0.0312	Andrew	tennis	1152	Inan	275 m/s	1753	-120	872	-0.7234	0.4475	Computational Media	292	-0.0767
6	818 mph	1.3921	Tony	football	821	Fabrice	42 m/s	1180	1462	-1002	1.2332	-0.7715	Computer Game Design	272	1.4
4	533 mph	1.0931	Chris	boxing	1766	Vani	727 m/s	-299	1858	1523	0.2619	1.3481	Bioinformatics	1058	-0.207
6	37 mph	0.6927	Tony	baseball	1648	Fabrice	13 m/s	1088	846	-689	1.4066	-0.0015	Human Computer Interaction	-349	0.2141
7	-24 mph	-0.234	Inan	tennis	1199	Andrew	2496 m/s	158	-29	-602	0.0215	0.3622	Computational Media	649	0.7545
5	-451 mph	-0.2999	Michael	football	2038	Sam	596 m/s	-282	1103	-446	-0.0825	0.7682	Biotechnology	1577	0.8288
1	978 mph	1.135	Fabrice	baseball	429	Andrew	-725 m/s	2155	76	1887	0.0204	1.1698	Bioinformatics	-643	-0.1664
5	13 mph	-1.5545	Michael	football	788	Sam	2210 m/s	155	386	832	0.4754	1.1117	Biotechnology	-22	-0.3585
7	2334 mph	-0.8019	Inan	tennis	1324	iNAN	1593 m/s	-496	-375	452	-0.5065	0.0119	Computational Media	-597	-0.7087
4	-1381 mph	-0.1017	Chris	boxing	1094	Vani	462 m/s	-466	321	386	0.0117	0.964	Computer Engineering	381	-0.5636
2	850 mph	0.6295	Tony	track & field	1190	Reilly	-405 m/s	-66	1339	-845	0.3258	-0.1646	Data Science	-85	1.1777
3	75 mph	-0.3781	Andrew	soccer	702	Sam	163 m/s	980	2386	655	0.1519	0.2604	Computer Science	1327	1.8945
0	561 mph	0.485	Lise	motor sports	850	Eriq	1045 m/s	1544	1560	762	0.5939	1.0215	Electrical Engineering	1067	n/a
4	233 mph	1.9326	chris	boxing	1296	Vani	991 m/s	1303	2056	-113	-0.0781	-0.374	Robotics Engineering	-307	
6	579 mph	0.5125	Tony	golf	1173	Fabrice	2436 m/s	54	1518	999	-0.2395	-0.2914	Computer Game Design	1104	1.2795
7	253 mph	-1.379	Inan	basketball	651	Inan	558 m/s	826	795	430	0.4254	0.3104	Computational Media	833	1.5115
1	1213 mph	-0.8645	Fabrice	baseball	643	Andrew	1807 m/s	65	369	767	0.3362	2.7491	Bioinformatics	-98	0.0481
1	710 mph	0.7907	Fabrice	baseball	348	Andrew	374 m/s	1140	-948	-398	2.5314	-0.3798	Bioinformatics	-326	-0.3906
3	69 mph	0.7021	Andrew	soccer	175	Tony	539 m/s	461	2024	-55	1.168	1.9557	Computer Science	-1132	0.2347
5	-657 mph	-0.6759	Lise	running	608	NULL	2318 m/s	-213	337	194	-1.2857	1.8732	Biotechnology	1427	0.0516
5	1215 mph	-0.4296	Eriq	running	2200	Sam	791 m/s	544	869	-171	0.0945	1.9597	Biotechnology	-402	0.334
0	1446 mph	0.3489	Lise	volleyball	-287	Eriq	2185 m/s	426	617	804	1.1443	0.6515	Electrical Engineering	-345	-0.6341
2	755 mph	1.119	Reilly	track & field	999	Lise	1267 m/s		1541	253	1.157	2.0447	Data Science	737	0.979
1	1554 mph	-0.4812	Fabrice	baseball	-118	Andrew	-27 m/s	1638	-728	3	0.883	1.0838	Bioinformatics	590	0.6132
2	114 mph	1.5925	Vani	track & field	640	Reilly	121 m/s	626	1421	2115	1.7515	0.1186	Robotics Engineering	563	1.3396
0	928 mph	0.2633	Lise	n/a	917	Eriq	1797 m/s	301	622	-604	0.9496	1.3494	Bioengineering	-168	1.4745
6	1450 mph	-0.2249	Tony	golf	447	Fabrice	1280 m/s	n/a	514	2606	-0.2309	-0.1322	Computer Game Design	-637	0.066
6	1404 mph	1.6778	Lise	golf	1578	Chris	561 m/s	-253	450	52	1.4778	1.7411	Natural Language Processing	546	1.4914
3	738 mph	-0.2656	Andrew	soccer	846	Tony	1198 m/s	397	289	-276	-0.4372	0.9622	Computer Science	None	0.5008
3	425 mph	1.2587	Andrew	soccer	N/A	Tony	1113 m/s	-583	1145	2909	0.6338	-0.0526	Computer Science	549	1.2855
2	610 mph	0.3227	Reilly	baseball	-431	Reilly	1416 m/s	190	1199	-358	0.736	0.4124	Data Science	-1231	0.2774
6	830 mph	0.8484	Fabrice	ice hockey	1709	Chris	1179 m/s	-507	401	-218	N/A	1.1902	games and playable media	1616	0.3718
1	1675 mph	1.0921	Fabrice	track & field	-98	Andrew	790 m/s	-170	-431	-687	1.816	0.9862	Bioinformatics	-122	-0.3982
6	755 mph	0.9565	Tony	golf	1962	Fabrice	1056 m/s	2246	1801	-260	0.4034	1.4744	cOMPUTER gAME dESIGN	1958	1.9355
5	869 mph	0.2843	Eriq	football	NULL	Sam	2349 m/s	1328	1215	853	-1.505	0.4295	Biotechnology	130	1.0617
3	1257 mph	0.348	Andrew	soccer	272	Tony	1144 m/s	378	975	2247	0.2335	0.9642	Natural Language Processing	-1026	1.1008
4	-220 mph	0.2264	Chris	volleyball	1046	Vani	-487 m/s	42	1476	1640	-0.0597	1.0491	Robotics Engineering	-737	1.8194
1	N/A	0.1078	Fabrice	baseball	357	Andrew	-237 m/s	109	242	-270	2.2137	0.3412	Technology and Information Management	1195	0.2052
5	-602 mph	0.283	Lise	running	776	Sam	1615 m/s	1463	1039	-162	0.4952	0.8813	Biotechnology	67	-1.3702
0	276 mph	-1.2403	Lise	badminton	1055	Michael	1335 m/s	-268	744	-21	-0.7192	-0.0943	Bioengineering	129	-0.3394
6	285 mph	1.266	Tony	ice hockey	923	Chris	1479 m/s	488	1173	813	1.968	-0.3522	Computer Game Design	331	0.8295
6	1591 mph	2.2687	Tony	ice hockey	703	Fabrice	1613 m/s	574	753	285	1.3563	0.1247	Computer Game Design	191	1.3155
5	111 mph	0.1544	Eriq	running	762	Sam	1209 m/s	643	315	981	-2.2266	0.9778	Biotechnology	-351	-0.3208
3	1164 mph	-0.4684	Andrew	soccer	233	Tony	1997 m/s	1067	429	-443	-0.5862	0.7198	Computer Science	-275	1.6617
2	32 mph	-0.2748	Reilly	track & field	-725	Reilly	-878 m/s	-208	198	824	0.0696	0.0635	Applied Mathematics	15	1.5636
2	276 mph	0.8554	Vani	track & field	-1218	Lise	964 m/s	149	767	-1224	0.3013	-0.0152	Computer Engineering	-444	0.2567
